n_beats,bpm_median,period_cv,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,drho_1,drho_2,drho_3,drho_4,path,composer
110,104.36370752070985,0.07691082706241398,0.27860990887480513,0.20086947854020198,0.19498109953341894,0.11921280155002703,0.1402680088153193,0.07389858983333178,0.035212127361521586,-0.010056793038686215,-0.33333293769990663,0.07758165446304234,0.0067916397023952855,0.03269181097610929,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_854/LuA01M_annotations.txt,Bach
110,102.50636607244337,0.11508640192741632,0.4390329277382145,0.27223405339290657,0.2662246141171587,0.2130543233613141,0.19921450926020456,0.18644916250036778,0.1554074699722031,0.16435317619655068,0.12449884230849599,-0.04025404535884331,0.05800102055537202,0.009371861253251448,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_854/MiyashitaM01M_annotations.txt,Bach
110,116.21690723566356,0.060272734367528974,0.13282723340398553,0.029755127655911328,0.05026044340743197,0.11878990337369136,0.05674342699618658,0.004794633534797889,-0.05710801893799583,0.07048931837813838,-0.2593405285392064,-0.12567639367413166,-0.07807752260900687,0.18314437803468853,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_854/Ozaki01M_annotations.txt,Bach
110,112.25339332653641,0.14657323031932207,0.410125011508999,0.1951782910992179,0.24238699957863544,0.14377360204544923,0.08988761719706923,0.10112284881455999,0.08144885082452155,0.07091862865261335,-0.027248359583884746,-0.029424162059467244,0.046619691568751565,0.12011700030345408,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_854/Richardson01M_annotations.txt,Bach
110,111.9534572160529,0.08761822138779726,0.12835100473761668,0.06129608589602085,0.16770836101056658,0.027753912423929147,-0.03728467730004117,0.020549010482943934,-0.029789388605196396,0.015091758433330897,-0.1816193476246914,-0.09468551554177626,0.11749286184608439,0.0571126847018269,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_854/WangA01M_annotations.txt,Bach
214,202.46057080383565,0.21218246847146316,0.433424913587203,0.25778693327773183,0.17657117347412288,0.11104027869908022,0.056467864833581106,0.05433542970899715,-0.013464173801655628,-0.06151924883909105,-0.22093134265099454,0.0024085959370475324,0.16333276761951618,-0.08420281325502522,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_856/LuoJ01M_annotations.txt,Bach
227,69.10619202998178,0.11445630737255989,0.30672952095634287,0.10300358088799555,0.045967136841859914,-0.01969991331095194,-0.09982794617354429,-0.025640736932610802,0.07722756208370045,0.1739073759294107,-0.2701901055030278,-0.0635482118268444,0.01797123741541095,0.01647748417215705,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_857/Bult-ItoS02M_annotations.txt,Bach
227,74.08358604067665,0.24027232345155838,0.3707208331651595,0.17876746402523194,0.10696940813274634,0.024204002471253813,0.03925856367198214,0.017993144609611687,0.04436923643231566,0.05015742933784975,0.16596174800085867,0.10538602491455669,0.09997350736896299,-0.025493516477476573,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_857/Lan01M_annotations.txt,Bach
227,64.61332692943368,0.15675492290874485,0.44009771375933093,0.2640520366333914,0.17274830297419114,0.11620874075648263,0.10444755223248424,0.09197521927011566,0.09289671691033967,0.1419393374154876,-0.004602914202176264,0.03753346710642196,0.037665050616498136,-0.048182636304840244,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_857/Lisiecki04M_annotations.txt,Bach
227,66.28310841265198,0.18857384672836677,0.3445155147333002,0.3245734946478024,0.203209225165176,0.15003607531963117,0.08250713086984844,0.07296027183004031,0.08511591649741769,0.09940872242220278,-0.1468011133632663,0.06261342574168563,0.050467412519760606,0.07649878395628312,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_857/ToA01M_annotations.txt,Bach
227,65.13377935498089,0.16426966639603893,0.47555697495518096,0.25896841182386365,0.23077733185813218,0.1855418491244815,0.15017305813750267,0.1698341223709048,0.21247108497182754,0.2023918922303262,0.021032594874925047,-0.05057805874942495,-0.003366113177528131,0.05294432885948136,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_857/WangA01M_annotations.txt,Bach
227,66.05507011195034,0.17032940307036273,0.4578544151857092,0.2685722591713274,0.2551104037421116,0.2591244445085271,0.07786292892378803,0.05766820894965331,0.11633009507768524,0.081523968988145,-0.0447652417348324,-0.11032077073327917,0.025477976987004717,0.214479540430727,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_857/YuP01M_annotations.txt,Bach
135,59.65815875036045,0.08718501599624037,0.2387034750000375,0.08450898617263297,0.0474980871468978,0.02809335162438514,0.05130831497897714,0.12055352360975874,0.1083391837126138,0.04335976170170567,0.058058658990435906,-0.03024000403802876,-0.023846581149220544,-0.05034864733350952,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_858/VuV01M_annotations.txt,Bach
135,65.50103928315568,0.09027491574051345,0.1130093422650371,0.007622393855661388,-0.03518204284576256,-0.0786889731625676,-0.05515279089847974,0.13444528668247768,0.03812563992889139,0.006296481129565348,-0.14225206460770906,-0.01598410415214745,0.02029909490665339,-0.06221750099894495,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_858/Zhang01M_annotations.txt,Bach
171,63.036930185548904,0.08599006550225206,0.5244423013289659,0.3757583942870506,0.2951528362937988,0.24482083195455168,0.25808381415696896,0.28197101410645037,0.28350243476908726,0.2235943962930659,-0.043677749483253474,0.14499358820821723,0.04723836112748237,-0.08296142298799523,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/Ko04M_annotations.txt,Bach
171,63.080073845739804,0.1271737151617775,0.51099170409693,0.3137670152743074,0.1701668486932539,0.1724736251945726,0.2312388953567168,0.2686789215680945,0.3085939104394151,0.14500211155580003,0.0009752837533555682,0.1711713151243022,-0.08851056171903651,-0.1191054456429388,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/Nikiforov05M_annotations.txt,Bach
171,66.30215216785929,0.16475166327381308,0.6304171358620799,0.5233169350986555,0.4880613538104334,0.36984078541873944,0.22368204927843102,0.1905850442816086,0.1861960354473744,0.08177625064872994,-0.25667265047961535,-0.054727004952965085,0.041212837934115246,0.18616660040090832,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/Tetzloff04M_annotations.txt,Bach
171,62.98531497381598,0.16557547336670825,0.5303894499673671,0.4004244467718533,0.3223333084135893,0.2115101445049199,0.2074626542631616,0.22431937952675424,0.2562304728968253,0.1257858492100053,-0.1445029314795266,0.15377920041998858,0.04259641437299633,0.05750457171678725,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/TuanS01M_annotations.txt,Bach
171,72.0450713966657,0.18371907925353437,0.3884271218832266,0.19536495821575972,0.16649399575966992,0.09985503681206347,0.07148166121622232,0.09982799444459982,0.09511410260675825,0.05704173843853586,0.10595718831649843,0.004852869280818557,0.08796134656028855,0.0182838117275209,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/YoungS01M_annotations.txt,Bach
171,64.1783301868126,0.09493356623027946,0.42117502634594917,0.32129479033898783,0.21808298460354655,0.0743742677304955,0.039425405679558344,0.11752656350803783,0.15363745350365873,0.055984401847200986,-0.29663992534036393,0.1424577399028506,0.04269217103988157,0.10630148337328746,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_860/ZhangH04M_annotations.txt,Bach
137,56.48792005829559,0.12747437764568909,0.46003783866687703,0.34073607636441844,0.14695048206826683,0.07371422319798963,0.06015015735429911,0.10264175314655108,0.15388821300723662,0.20918017479465575,-0.055589861847187956,0.16253704926045084,0.0542100977777352,-0.021413014943179574,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_862/Song04M_annotations.txt,Bach
159,58.89576333326454,0.06075864346978224,0.17064657027577654,0.08300605383821227,0.04821741164677784,0.05679617311926429,0.027589221552551276,0.02196818450735626,0.036727099891007864,0.0962563190756325,-0.1926767853636989,0.009686080923782429,-0.009780643561056521,0.044584279891378045,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_863/LeeN01M_annotations.txt,Bach
159,51.22845843322904,0.09467566298754455,0.5909609382991853,0.4380531195942109,0.37849315361659,0.33811275076134784,0.21675920699056694,0.20086565426558273,0.15125331622910795,0.12868554088449927,-0.14781501504034214,0.10007275740175343,-0.04326686246395351,0.18020945722678983,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_863/Shychko01M_annotations.txt,Bach
159,58.59609613275666,0.12718371286451,0.5371305874141779,0.3611438099573902,0.29382792609756553,0.2475821457111325,0.22688037239569564,0.2247542281409068,0.18011785063322314,0.16992869376258019,0.04852151234799607,0.02858160684892207,0.06974060702716224,0.05771651096646653,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_863/TongB01M_annotations.txt,Bach
159,69.23074260355887,0.1262792191033281,0.5245734033751066,0.34444398929897074,0.28427590633846617,0.2708271615484542,0.27564999150103264,0.26478922140190925,0.26637672326844947,0.2594595832695042,0.0842935418781466,0.01931441021767582,-0.011540118023618989,-0.018675230608742148,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_864/SunD01M_annotations.txt,Bach
345,89.21588161647406,0.30640894457439133,0.7545409266539913,0.5878782911213581,0.4158891036293752,0.3542687136039716,0.2165898812096511,0.18207805810335917,0.14505041744187142,0.1874585827481947,-0.1268311902750584,0.05587751146256581,-0.24433995927695198,0.1911746733299426,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_865/Rizikov01M_annotations.txt,Bach
345,89.91215582376093,0.23074395929273983,0.48454057789623733,0.33700559065547847,0.17023408217977584,0.1506253163005088,0.037975621539436226,0.0991038411850863,0.05021609736268072,0.13194320186035027,-0.259846846538013,-0.019512854177737765,-0.09393207976976141,0.0743950206923259,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_865/Teo01M_annotations.txt,Bach
345,87.18471826258528,0.13196383614772644,0.6277605689347213,0.382278585008954,0.20198924175582927,0.1408545373396016,0.08763881947750947,0.05763497083031937,0.05298343833022003,0.10421983635693588,0.00441928680431485,-0.07754268681827772,-0.14920238572893008,-0.01970128985308672,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_865/ZhangE01M_annotations.txt,Bach
140,91.91760812000187,0.09181951522449774,0.20861546320205918,0.068069908265641,0.026270949210276246,-0.0865272559449794,-0.01819892129901884,0.05303819708500174,-0.01245019417801282,-0.09093272783319768,-0.31539326395964995,0.015989279424093842,0.15451134622940038,-0.16689754968788803,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_866/SOLOM02_annotations.txt,Bach
148,67.30939661613255,0.12308014730636976,0.6193307548054501,0.46122408344355187,0.4378583292129239,0.3123619215887487,0.14959072872980325,0.05597087629428494,0.048196769590750074,-0.00455703571339997,-0.23328033517658664,-0.1651870260256879,0.11120185124761342,0.0489431176309895,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_867/HuNY01M_annotations.txt,Bach
148,59.52206755853918,0.09518478097735154,0.5285186887339561,0.39887866399050076,0.35544854515790636,0.3343086131822463,0.27120928557990603,0.2696317321409007,0.1463107012044389,0.09738454997789817,-0.06668075144764932,-0.004059008332250793,-0.005412210612473624,0.04653973816913042,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_867/Sham01M_annotations.txt,Bach
131,66.94433689960627,0.13090167441830675,0.29566402408039727,0.0942123045536161,0.004080748344805642,-0.03863783752917831,-0.04795581309103508,-0.014742386438628022,-0.02902611507235905,0.03267966144890445,0.007495526513532017,0.016062845943224286,0.005625613247227505,0.0170094769477292,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_868/GonzalezJ05M_annotations.txt,Bach
163,108.16911158905947,0.1555826997645734,0.469776964030836,0.22058045892539127,0.1119539995850165,0.034637348187416026,0.013536665627270798,-0.015473376928667754,0.011044311421863198,0.039771662253576756,0.1077544423484812,0.12767985536579576,0.1458522001466402,-0.016976918707989636,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_870/ChenW01M_annotations.txt,Bach
163,117.7914110429447,0.06252787416754627,0.34782321271544986,0.1358266709278935,0.03976772913830017,0.09473718046112274,0.01347633194193118,0.009648424694821115,-0.01143747207424193,0.07009702760852174,-0.23397232510639906,0.05428132562729367,-0.13524837297019962,0.13777921752050326,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_870/LeeE01M_annotations.txt,Bach
163,122.71645136746895,0.10456865014655002,0.3187591981183439,0.17660204064535498,-0.02140542641610969,0.013233249358286587,-0.05688229821408195,0.05605518260498454,-0.07938725551793291,0.07675295328688884,-0.34008148307324043,0.31927730295210444,-0.20281987496893733,0.1617313972962621,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_870/MaximovI01M_annotations.txt,Bach
280,148.94491148328038,0.08659537969217188,0.4278349206972214,0.3902335693356149,0.32251742394553745,0.22967325251409504,0.23070000485495237,0.12905057609433151,0.1685164979491515,0.13488024821927694,-0.4689375465408753,0.0673200997921244,0.05671631861305489,-0.07685252305789057,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_873/Lisiecki02_annotations.txt,Bach
280,145.36257059169844,0.16881320303218614,0.5099296088674086,0.37789360523507665,0.2635744896488843,0.19164242684566768,0.15335604604538303,0.07820177527857737,0.11849419459521529,0.054595596016339856,-0.25947446757080095,0.11022426847802852,0.03396126904246831,0.030689086968889813,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_873/Lisiecki13M_annotations.txt,Bach
98,36.45698834895405,0.11652130649778071,0.2673359743621404,0.07871848070657872,0.005711874681222371,-0.04451044044777948,-0.03822528025743544,-0.026027643747049158,-0.007970967802932995,-0.00497068334647279,-0.07479322795388006,0.0023431394529235183,0.00729493508438259,-0.08845550886133435,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_874/BianF01_annotations.txt,Bach
98,36.08693704002299,0.053081604417591466,0.20934769783789017,0.05994350446064495,0.028293774017350802,0.08487592436323621,0.017360110760625994,0.056386822126640514,0.06437583186914385,0.08146392159992268,-0.16534391092334713,-0.032163943803324026,-0.06556397307743848,0.09714436114741692,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_874/Kurz01M_annotations.txt,Bach
97,31.44677162201398,0.05645179910724331,0.3730943957943169,0.08521063780947358,0.15156687704404276,-0.07750964034374598,-0.08077210897769699,0.11976439658276539,0.08531801510035959,-0.020248249901778384,-0.19975953592278817,-0.31811323353263493,0.28932898929867656,-0.15701844837652565,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_874/WongWY01M_annotations.txt,Bach
105,52.88449673350015,0.07949569908913792,0.33158122100318393,0.028563102970951625,0.07401913358668687,0.19399178370638515,0.11603225194807337,0.049028858982167196,0.04209098677586661,0.21401990117493205,-0.2429917825332058,-0.17257284947145748,-0.042001925764793675,0.09190094029055025,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_875/Ahfat01M_annotations.txt,Bach
106,56.26372307370579,0.13324022911801878,0.26008864665677894,0.045120576141521436,0.005843249745855038,0.023948377914628765,0.010010816061429463,-0.04486449774424979,-0.04692598570094911,-0.02036620308996605,0.11974546403397392,0.0035874916148116096,-0.006076379651627093,0.02082982845312491,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_875/CaoJ01M_annotations.txt,Bach
138,78.58566754595257,0.17906497687004636,0.41805084306734214,0.2776559455103556,0.16759717528871282,0.10358449496360121,0.09008008312543637,0.030440124312916924,0.04942258060134903,0.05140903182992848,-0.19141772993265652,0.0961568502807578,0.060406743852405465,0.03020823434030855,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_876/SirajA01M_annotations.txt,Bach
138,97.66157497194305,0.13898180508090818,0.22473203395830754,0.2588426966376141,0.031088749476190863,0.0880841147515654,-0.02288308626772067,0.09625144407625766,-0.03480611155476892,0.10030473401084178,-0.3436093062341773,0.35016480218614005,-0.20105324354870152,0.24937693700561314,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_876/Song01M_annotations.txt,Bach
195,125.44454410316378,0.06883659364265061,0.2186389925090177,0.19287350566430148,0.042810790627019264,0.0832550187658441,0.08902095091562681,0.08915487704581672,0.07587582047556304,0.08716988315894057,-0.3614854063905551,0.11844199209403618,-0.1483060493243059,0.04078244080761187,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_880/LeungR01M_annotations.txt,Bach
195,113.3144475920713,0.1561495366759181,0.48046519396096704,0.2518381712502606,0.09631821241625454,0.060426925638203385,0.1105374212560878,0.1382477758951293,0.18506749906892822,0.10651075677129071,-0.10721232359119535,0.008155510217444775,-0.13779133399513088,-0.09840028244875415,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_880/Sun02_annotations.txt,Bach
195,119.06982651526272,0.06441991131606044,0.19594458351201355,0.18356368833878733,-0.005972530700111349,0.17507617352904015,0.0022936092288904676,0.10672137281960262,-0.03611538110706806,0.1070153875489003,-0.4105520401002388,0.30391162010924916,-0.31989566336774883,0.2920964149370419,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_880/WangA04M_annotations.txt,Bach
276,63.858081799009554,0.0696498471404167,0.3082624558134746,0.17839392197561643,0.04216685032412453,0.0746584753590361,0.03695944706816754,0.05328337632461953,0.03637367647091564,0.019520904991068906,-0.2597453215949525,0.11909142924472775,-0.08901254827072697,0.042676566693967,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_883/GuoE01M_annotations.txt,Bach
276,84.11608019066433,0.08187427319476122,0.4851599359516036,0.28242678125167875,0.142280673748159,0.08705719810432003,0.039512497891184516,0.013400794579052874,0.037783227226869213,-0.008376751335818729,-0.15794760117526593,0.13066951690340747,0.02527416143629175,0.03843843873733487,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_883/Herbert02_annotations.txt,Bach
276,106.67140761811652,0.1191040848773069,0.4276656473481258,0.303613308490832,0.19227632565500502,0.16629323396170767,0.109713738131809,0.12551596498193468,0.07627395551356361,0.03289666682570279,-0.23768295847988405,0.21837296519013275,-0.05293984389338446,0.10120262509503895,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_883/KaiRuiR03_annotations.txt,Bach
276,65.58154710148706,0.07117349567182202,0.5001355408563198,0.4105650468128091,0.3287894559524775,0.2550938706368646,0.2278997254576589,0.25126964447701966,0.21985045585559487,0.2141443400405802,-0.2724718639899012,0.03562222083242391,0.11478311608170322,0.01733561965066049,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_883/Khmara04_annotations.txt,Bach
276,80.97165991902838,0.10097744067907201,0.4570009668242221,0.288930130868655,0.2011631560988793,0.18273297334991867,0.15976078238202657,0.1582832014256277,0.12203256061314324,0.11622183129405635,-0.09993391391103855,0.1345411331301625,-0.018100603973910764,0.03193638349937492,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_883/Lim01_annotations.txt,Bach
276,93.59126044809689,0.08575414712375545,0.39051147413013965,0.2576690049347174,0.13647575276577226,0.07026925518602561,0.10831049521012014,0.14646111115326294,0.08713242929965219,0.16029476746161772,-0.29238678148982367,0.10223126440574773,-0.007561888036266485,-0.029162595397718906,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_883/LuM01M_annotations.txt,Bach
213,210.21873259126136,0.1918197171850159,0.3996714327428976,0.3274520210511273,0.26742799158655745,0.2900872343760763,0.2979025312530999,0.17938866515562646,0.20927154718522278,0.10332158406073982,-0.42633563881991726,0.16364836777730374,-0.07476809939258763,-0.05692253631751717,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_884/LiA01M_annotations.txt,Bach
248,90.16793778412305,0.09123238823090941,0.4466939115135372,0.2588054304318427,0.22079267046872836,0.04139690630332537,0.07834792412135606,0.11914910921970231,0.02277273814464741,0.004410744754775154,-0.3259700282359132,-0.030093788397342044,0.3527315277077938,-0.25495804883000794,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_885/Chon02_annotations.txt,Bach
248,99.31037222355157,0.09973385383360989,0.5143305143558048,0.3419212319399461,0.23692228363035403,0.10787758322189513,0.1145893605793724,0.04113883252942922,0.00319304983606327,0.012701677279525774,-0.2812869386502257,-0.021695889450990068,0.12666341106349427,-0.1216882255923183,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_885/Guo01M_annotations.txt,Bach
248,82.3776383154877,0.14798703228547366,0.6058806900436278,0.36861047637872757,0.26475050287961344,0.1693353015408993,0.13610830364943471,0.13141444409956515,0.14276593883613106,0.11010406746507427,0.11625834900531556,0.023209605596100212,0.14642388068922263,-0.10945875457376605,/sessions/zen-intelligent-bohr/mnt/Dual Diffusion 2/data/asap-dataset-master/Bach/Fugue/bwv_885/Huang04M_annotations.txt,Bach
