path,split,n_notes,keep_rate,collision_rate,wrap_rate,onset_mae_ms,onset_max_ms,velocity_exact_rate,residual_sigma_ms
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_860/Ko04M.mid,all,1739,0.9936745255894192,0.0063254744105807935,0.0,1.1374205361648678e-06,3.9569840737385675e-06,1.0,66.11794115482967
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_860/Nikiforov05M.mid,all,1750,0.9942857142857143,0.005714285714285714,0.0,1.1731893974178346e-06,6.9663883550674655e-06,1.0,66.42022743467044
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_860/Tetzloff04M.mid,all,1766,0.9909399773499433,0.009060022650056626,0.0,1.1440834123252079e-06,8.476547463942552e-06,1.0,64.6503293306434
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_860/TuanS01M.mid,all,1740,0.9896551724137931,0.010344827586206896,0.0005747126436781609,1.1644323492390905e-06,5.701622285414487e-06,1.0,67.62155794307691
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_860/YoungS01M.mid,all,1762,0.9903518728717366,0.009648127128263337,0.0,1.0269645184548765e-06,8.705342224857304e-06,1.0,58.70333700962042
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_860/ZhangH04M.mid,all,1744,0.9908256880733946,0.009174311926605505,0.0,1.1317680567158583e-06,6.954621767363278e-06,1.0,65.97468161304866
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_862/Song04M.mid,all,868,1.0,0.0,0.0,2.8969518028682716e-07,3.618694677243184e-06,1.0,22.101790035779107
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_863/LeeN01M.mid,all,792,1.0,0.0,0.0,2.682055730705888e-07,3.9273686525120866e-06,1.0,18.533619423916484
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_863/Shychko01M.mid,all,799,1.0,0.0,0.0,2.8109786338403635e-07,2.738971716098604e-06,1.0,19.349309847444587
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_863/TongB01M.mid,all,803,1.0,0.0,0.0,3.487009137228221e-07,4.868695668847067e-06,1.0,20.761263664348604
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_864/SunD01M.mid,all,1188,0.9974747474747475,0.0025252525252525255,0.0,1.1231128111909702e-06,5.921236834183219e-06,1.0,62.779393945431444
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_865/Rizikov01M.mid,all,2398,0.9983319432860718,0.0016680567139282735,0.0008340283569641367,2.988375740658706e-07,9.776357501323218e-06,1.0,31.928388767564034
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_865/Teo01M.mid,all,2456,0.9963355048859935,0.0036644951140065146,0.0008143322475570033,2.9964624274236057e-07,8.287400987683213e-06,1.0,23.97711104364514
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_865/ZhangE01M.mid,all,2402,0.9970857618651124,0.0029142381348875937,0.0008326394671107411,2.4806322265385644e-07,5.909413403060171e-06,1.0,19.499897734091828
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_866/SOLOM02.mid,all,946,1.0,0.0,0.0010570824524312897,2.2159193562968553e-07,2.3400019699693075e-06,1.0,14.604074584168627
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_867/HuNY01M.mid,all,747,0.9959839357429718,0.004016064257028112,0.0,3.692959892487063e-07,5.44855538464617e-06,1.0,25.912915304264445
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_867/Sham01M.mid,all,739,0.9986468200270636,0.0013531799729364006,0.0,2.2333441148830149e-07,4.415255716594402e-06,1.0,17.70823675205818
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_868/GonzalezJ05M.mid,all,872,0.9954128440366973,0.0045871559633027525,0.0011467889908256881,4.0578839660501974e-07,7.855561534597655e-06,1.0,29.070700924722686
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_870/ChenW01M.mid,all,1070,0.9990654205607477,0.0009345794392523365,0.001869158878504673,1.6843576289012148e-07,3.1573961223330116e-06,1.0,13.974160138356279
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_870/LeeE01M.mid,all,1049,0.9990467111534795,0.0009532888465204957,0.0019065776930409914,1.8937232512943087e-07,1.8281234304140526e-06,1.0,12.881342132491536
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_870/MaximovI01M.mid,all,1092,0.9990842490842491,0.0009157509157509158,0.003663003663003663,2.2683253251801608e-07,2.6880684345087502e-06,1.0,15.926500117352502
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_873/Lisiecki02.mid,all,1385,1.0,0.0,0.0007220216606498195,4.2095457418496324e-07,1.5914665141281148e-06,1.0,26.189420127174976
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_873/Lisiecki13M.mid,all,1380,0.9985507246376811,0.0014492753623188406,0.0,4.151821083351258e-07,2.4094362061077845e-06,1.0,26.356040287449634
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_874/BianF01.mid,all,867,0.9976931949250288,0.002306805074971165,0.0011534025374855825,6.033152460126766e-07,1.0675591965991771e-05,1.0,47.244297213978435
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_874/Kurz01M.mid,all,872,0.9954128440366973,0.0045871559633027525,0.0011467889908256881,2.8000030590922297e-07,6.612339120692923e-06,1.0,32.425974783777534
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_874/WongWY01M.mid,all,867,0.9965397923875432,0.0034602076124567475,0.0011534025374855825,4.702253871461175e-07,9.396416089657578e-06,1.0,49.28610565578266
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_875/Ahfat01M.mid,all,806,0.9863523573200993,0.013647642679900745,0.0,8.042150651920217e-07,7.282878300429729e-06,1.0,68.1984230939721
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_875/CaoJ01M.mid,all,799,0.9962453066332916,0.0037546933667083854,0.0,6.411712984943695e-07,7.0289303266690695e-06,1.0,51.520654358782075
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_876/SirajA01M.mid,all,691,1.0,0.0,0.0,3.7739871366301644e-07,3.2813112227358943e-06,1.0,25.034226517952003
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_876/Song01M.mid,all,704,1.0,0.0,0.0,1.710612847710175e-07,4.106397000214201e-06,1.0,12.815878505724514
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_880/LeungR01M.mid,all,984,1.0,0.0,0.0,5.308826704800084e-07,1.9985293420177186e-06,1.0,33.37291220361393
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_880/Sun02.mid,all,982,1.0,0.0,0.0,6.023341680598557e-07,2.699096057767747e-06,1.0,38.06540776617708
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_880/WangA04M.mid,all,975,1.0,0.0,0.0,5.599554431530607e-07,3.1995313065635855e-06,1.0,35.39660243471481
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_883/GuoE01M.mid,all,1452,0.9965564738292011,0.003443526170798898,0.0006887052341597796,2.85816740798912e-07,3.419081906486099e-06,1.0,21.920062958388606
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_883/Herbert02.mid,all,1450,0.9986206896551724,0.001379310344827586,0.000689655172413793,2.405309558224668e-07,2.5891608856909443e-06,1.0,15.979904487680926
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_883/KaiRuiR03.mid,all,1463,0.9993164730006835,0.000683526999316473,0.001367053998632946,1.585517653241723e-07,2.242289909304418e-06,1.0,13.843785750726648
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_883/Khmara04.mid,all,1443,0.997920997920998,0.002079002079002079,0.001386001386001386,2.941682070241586e-07,3.286103833488596e-06,1.0,19.84649040024737
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_883/Lim01.mid,all,1428,0.9985994397759104,0.0014005602240896359,0.0007002801120448179,2.201225394552845e-07,6.666596163995564e-06,1.0,14.868672793024924
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_883/LuM01M.mid,all,1544,0.9954663212435233,0.0045336787564766836,0.0012953367875647669,2.869031433708862e-07,2.5782185275602387e-06,1.0,20.426937926742585
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_884/LiA01M.mid,all,745,1.0,0.0,0.0013422818791946308,1.973256793925228e-07,2.0155752622486034e-06,1.0,13.556679733951343
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_885/Chon02.mid,all,1642,1.0,0.0,0.0,2.2606714416271972e-07,2.5288215965701966e-06,1.0,14.986363038454936
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_885/Guo01M.mid,all,1676,1.0,0.0,0.0,2.1762539781393493e-07,4.122995278521557e-06,1.0,15.53190137128789
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_885/Huang04M.mid,all,1659,1.0,0.0,0.0,2.3691543349063405e-07,7.341185437326203e-06,1.0,16.51893291443097
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_885/JeonH01M.mid,all,1662,1.0,0.0,0.0,1.5374182579513156e-07,4.203116077405866e-06,1.0,10.893811556356653
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_885/SINKEV01.mid,all,1662,1.0,0.0,0.0,2.1847277443487455e-07,3.116070956821204e-06,1.0,14.389689891461904
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_885/SINKEV06.mid,all,1671,1.0,0.0,0.0,2.069806260024714e-07,2.9778561838611495e-06,1.0,15.078889898303094
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_887/LiYZ01M.mid,all,1588,0.9880352644836272,0.011964735516372796,0.0,1.4383696640805068e-06,4.764160621562041e-06,1.0,80.77147707717126
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_888/ZhaoK01M.mid,all,768,0.9921875,0.0078125,0.0026041666666666665,2.2392020547709465e-07,9.52142897858721e-06,1.0,30.466472697752895
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_889/Giesbrecht01M.mid,all,838,0.9832935560859188,0.016706443914081145,0.002386634844868735,6.634963300594694e-07,5.213678377913311e-06,1.0,53.14326604608236
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_889/LiuY01M.mid,all,848,0.9551886792452831,0.04481132075471698,0.0047169811320754715,6.130576261696316e-07,6.05848526902264e-06,1.0,46.96937342549433
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_889/MunA01M.mid,all,827,0.9649334945586457,0.03506650544135429,0.0024183796856106408,6.148822400432859e-07,3.2126905580298626e-06,1.0,54.399479204085225
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_889/Wang01M.mid,all,840,0.9738095238095238,0.02619047619047619,0.004761904761904762,6.538161234091565e-07,4.0366217035625596e-06,1.0,52.83182520303442
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_889/YangY02M.mid,all,849,0.9481743227326266,0.05182567726737338,0.002355712603062426,7.389906353931329e-07,6.595058721359237e-06,1.0,58.687203482098205
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_889/ZhangW02M.mid,all,830,0.9662650602409638,0.033734939759036145,0.006024096385542169,6.670520564184179e-07,6.155943310659495e-06,1.0,50.361361877823406
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_891/Duepree06M.mid,all,1760,0.9965909090909091,0.003409090909090909,0.0,1.769948416893546e-07,8.166352927219123e-06,1.0,14.154453358624679
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_892/Hou01M.mid,all,1305,1.0,0.0,0.0,4.5439296684625817e-07,6.893600357216201e-06,1.0,32.77891785881361
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_892/KabuliL01M.mid,all,1310,1.0,0.0,0.0,2.6699345126637027e-07,5.491187948791776e-06,1.0,20.727258729599637
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_893/Kleisen04M.mid,all,992,1.0,0.0,0.0,2.14688052058154e-07,1.2134577787037415e-06,1.0,12.787480794803878
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_893/Levitsky04M.mid,all,1020,1.0,0.0,0.00196078431372549,1.3348791358462731e-07,2.2069173155614408e-06,1.0,9.455217599070073
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Fugue/bwv_893/Wong01M.mid,all,1031,1.0,0.0,0.0,1.829578383395081e-07,1.289649276259297e-06,1.0,13.166908234905492
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Italian_concerto/KyykhynenT03.mid,all,1221,0.9115479115479116,0.08845208845208845,0.000819000819000819,1.354594651875476e-06,1.5018315480119782e-05,1.0,115.71788831259839
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Italian_concerto/LeeN07.mid,all,1196,0.9322742474916388,0.0677257525083612,0.0016722408026755853,1.4985273857372541e-06,1.163016349892132e-05,1.0,116.76559838962827
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Italian_concerto/TanakaM03.mid,all,1171,0.9479077711357814,0.05209222886421862,0.0017079419299743809,1.399343630440992e-06,1.448358943889616e-05,1.0,108.17553880995128
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_846/Shi05M.mid,all,548,1.0,0.0,0.0,2.157662900740581e-07,6.47918341201148e-06,1.0,24.737401111167912
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/Denisova06M.mid,all,811,1.0,0.0,0.0012330456226880395,1.3014269936066448e-07,8.297513787169919e-07,1.0,8.572972691413602
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/Lee01M.mid,all,816,1.0,0.0,0.0012254901960784314,1.5618874755231573e-07,1.2697789486537658e-06,1.0,10.860377597713452
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/LeeSH01M.mid,all,810,1.0,0.0,0.0024691358024691358,1.3175001120333234e-07,1.940790639309853e-06,1.0,10.033554919448614
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/Lin04M.mid,all,810,1.0,0.0,0.0,1.442268518606174e-07,9.392593369739188e-07,1.0,9.154051048495743
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/Lou01M.mid,all,810,1.0,0.0,0.0,1.2562868290237292e-07,9.806910838960903e-07,1.0,7.852044991845804
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/MiyashitaM01M.mid,all,811,1.0,0.0,0.0,1.232042280226043e-07,8.637428550173354e-07,1.0,7.966033151329448
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Diffusion II/Dual_Diffusion_II/data/asap-dataset-master/Bach/Prelude/bwv_848/Mizumoto03M.mid,all,806,1.0,0.0,0.0,1.4480972858659973e-07,9.306688752985792e-07,1.0,9.5459886180413
