n_notes,n_chord_groups,sigma_ms,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,asynchrony_sigma_ms,keep_rate,wrap_rate,collision_rate,onset_max_err_ms,path
7516,3771,36.21797098055504,-0.02593499353808669,0.03973052465893727,-0.0025455609009686735,-0.014271477076951507,0.006200635762633889,0.00830938560472445,0.030409996527901578,-0.012842664477493736,18.438514129932706,0.9964076636508781,0.0,0.003592336349121873,1.917868530654232e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi
7557,5463,27.4223251753966,0.04947834070584662,-0.013090887691717438,-0.04518598256750424,0.016995016425029517,0.022855277809468735,0.03809970783227352,0.0006776983651385026,-0.006105687847114186,15.563699874157255,1.0,0.0,0.0,1.4112515600572806e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_03_Track03_wav--1.midi
5156,2941,31.581737341682118,0.09482661717025237,0.04474521258440353,0.03681729411730542,0.03455925432889052,0.043880012277953705,0.023864253762817707,0.016119439647636704,0.015477808833548335,17.35208058677297,0.9986423584173778,0.0,0.0013576415826221878,1.599119059392251e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.midi
1701,880,40.27178390330174,0.12537006690909341,0.03771330135335383,0.04458374573091641,0.009959115573427026,-0.0053088974488376675,0.022892842830753646,-0.0017087410102939009,-0.014622301776835638,19.309320936819088,0.9929453262786596,0.0,0.007054673721340388,2.0588117877196055e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi
3006,2074,23.35518091171821,-0.017710609180083985,0.005038744396144688,-0.006876427418453539,0.0019807995437044978,-0.023647075597002624,0.04166919787186458,0.004586733506022497,0.008371020279134554,14.722900115188725,1.0,0.0,0.0,1.1982450587311178e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi
9939,4822,30.71972831903755,-0.08935259536862349,0.028893365735548095,-0.01042806348077272,-0.016662471920547997,0.020978466861239026,0.01680028449144208,-0.00905096571507412,-0.029115203848260905,17.006733888819586,0.9975852701479022,0.0,0.0024147298520977964,1.590251486049965e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_10_Track10_wav.midi
7963,4091,37.83458100744452,0.009146021090821271,-0.010294839063645155,-0.027775857397437032,-0.04520413476590974,0.002175481934748455,0.006949658459379441,0.05089205076761176,0.011646078745605092,19.46397624055017,0.9946000251161623,0.0,0.00539997488383775,1.9563231035135686e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_02_Track02_wav.midi
12177,7254,37.64565517895153,0.16328170479867907,0.10362796715892099,0.033707576326466114,0.02872629298617734,-0.019719773331777022,0.0010405021776084828,0.005842686924165126,0.03534161670206467,19.12416332768024,0.997125728833046,0.0,0.0028742711669540936,1.9297203834867105e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_05_Track05_wav.midi
3510,2308,34.842635127438776,0.28058983738560433,0.22191730448738647,0.16453445816526197,0.11207897359156574,0.06211671417594969,0.08859508131204992,0.06271018786200903,0.0781418029951666,17.418081176476942,0.9977207977207977,0.0,0.002279202279202279,1.8198420548287686e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_08_Track08_wav.midi
1360,1018,56.57686345852534,0.12372413177610686,0.08944786386465046,0.013615886747868988,0.017910491034851195,-0.03358370190014386,-0.04650283526708325,0.021047253996611746,0.06373183681139678,24.950217086339812,0.9904411764705883,0.0,0.009558823529411765,2.9281750357768033e-06,/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_09_Track09_wav.midi
